date,OT
14/08/2016 0:00,31.93799973
15/08/2016 7:00,30.74200058
15/08/2016 8:00,30.81200027
16/08/2016 15:00,35.45500183
16/08/2016 16:00,36.36899948
17/08/2016 23:00,31.16399956
18/08/2016 0:00,30.53100014
19/08/2016 7:00,33.20399857
19/08/2016 8:00,35.31399918
20/08/2016 15:00,33.13299942
20/08/2016 16:00,31.375
21/08/2016 23:00,27.71699905
22/08/2016 0:00,27.50600052
23/08/2016 7:00,26.5909996
23/08/2016 8:00,28.06800079
24/08/2016 15:00,32.99300003
24/08/2016 16:00,34.18899918
25/08/2016 23:00,28.77199936
26/08/2016 0:00,28.70199966
27/08/2016 7:00,23.56599998
27/08/2016 8:00,23.84799957
28/08/2016 15:00,28.91300011
28/08/2016 16:00,30.24900055
29/08/2016 23:00,24.83200073
30/08/2016 0:00,24.12899971
31/08/2016 7:00,25.04400063
31/08/2016 8:00,25.04400063
01/09/2016 15:00,30.53100014
01/09/2016 16:00,30.74200058
02/09/2016 23:00,27.15399933
03/09/2016 0:00,26.66200066
04/09/2016 7:00,25.74699974
04/09/2016 8:00,26.37999916
05/09/2016 15:00,28.56100082
05/09/2016 16:00,29.82699966
06/09/2016 23:00,17.86800003
07/09/2016 0:00,18.00900078
08/09/2016 7:00,22.29999924
08/09/2016 8:00,23.28499985
09/09/2016 15:00,29.54599953
09/09/2016 16:00,29.19400024
10/09/2016 23:00,24.27000046
11/09/2016 0:00,24.5510006
12/09/2016 7:00,20.82299995
12/09/2016 8:00,21.17399979
13/09/2016 15:00,28.06800079
13/09/2016 16:00,27.71699905
14/09/2016 23:00,21.73699951
15/09/2016 0:00,21.45599937
16/09/2016 7:00,13.15499973
16/09/2016 8:00,12.59200001
17/09/2016 15:00,25.5359993
17/09/2016 16:00,25.32500076
18/09/2016 23:00,22.22999954
19/09/2016 0:00,22.37000084
20/09/2016 7:00,21.17399979
20/09/2016 8:00,21.94799995
21/09/2016 15:00,23.84799957
21/09/2016 16:00,23.35499954
22/09/2016 23:00,21.17399979
23/09/2016 0:00,21.10400009
24/09/2016 7:00,21.17399979
24/09/2016 8:00,22.0189991
25/09/2016 15:00,27.22400093
25/09/2016 16:00,26.94300079
26/09/2016 23:00,23.21500015
27/09/2016 0:00,23.28499985
28/09/2016 7:00,21.45599937
28/09/2016 8:00,21.73699951
29/09/2016 15:00,14.27999973
29/09/2016 16:00,12.7329998
30/09/2016 23:00,18.5720005
01/10/2016 0:00,18.78300095
02/10/2016 7:00,18.85300064
02/10/2016 8:00,19.83799934
03/10/2016 15:00,24.1989994
03/10/2016 16:00,24.97299957
04/10/2016 23:00,23.63699913
05/10/2016 0:00,24.4810009
06/10/2016 7:00,19.62700081
06/10/2016 8:00,20.40099907
07/10/2016 15:00,19.20499992
07/10/2016 16:00,19.48600006
08/10/2016 23:00,18.92300034
09/10/2016 0:00,18.78300095
10/10/2016 7:00,16.46100044
10/10/2016 8:00,16.95400047
11/10/2016 15:00,18.6420002
11/10/2016 16:00,17.86800003
12/10/2016 23:00,18.5720005
13/10/2016 0:00,17.93799973
14/10/2016 7:00,16.03899956
14/10/2016 8:00,15.19499969
15/10/2016 15:00,18.85300064
15/10/2016 16:00,19.20499992
16/10/2016 23:00,20.11899948
17/10/2016 0:00,19.41600037
18/10/2016 7:00,17.79800034
18/10/2016 8:00,17.86800003
19/10/2016 15:00,20.82299995
19/10/2016 16:00,20.89299965
20/10/2016 23:00,16.95400047
21/10/2016 0:00,16.95400047
22/10/2016 7:00,12.10000038
22/10/2016 8:00,12.38099957
23/10/2016 15:00,16.60199928
23/10/2016 16:00,15.33600044
24/10/2016 23:00,14.63199997
25/10/2016 0:00,13.08500004
26/10/2016 7:00,8.86400032
26/10/2016 8:00,9.918999672
27/10/2016 15:00,13.15499973
27/10/2016 16:00,14.27999973
28/10/2016 23:00,9.777999878
29/10/2016 0:00,8.722999573
30/10/2016 7:00,11.95899963
30/10/2016 8:00,11.25599957
31/10/2016 15:00,13.15499973
31/10/2016 16:00,13.15499973
01/11/2016 23:00,11.74800014
02/11/2016 0:00,11.60700035
03/11/2016 7:00,15.82800007
03/11/2016 8:00,18.00900078
04/11/2016 15:00,19.97900009
04/11/2016 16:00,20.82299995
05/11/2016 23:00,19.13400078
06/11/2016 0:00,19.13400078
07/11/2016 7:00,16.25
07/11/2016 8:00,16.74300003
08/11/2016 15:00,11.67800045
08/11/2016 16:00,11.5369997
09/11/2016 23:00,11.74800014
10/11/2016 0:00,12.52200031
11/11/2016 7:00,12.94400024
11/11/2016 8:00,13.9989996
12/11/2016 15:00,17.30500031
12/11/2016 16:00,16.67200089
13/11/2016 23:00,19.48600006
14/11/2016 0:00,18.78300095
15/11/2016 7:00,13.22500038
15/11/2016 8:00,13.08500004
16/11/2016 15:00,14.27999973
16/11/2016 16:00,14.77299976
17/11/2016 23:00,14.35099983
18/11/2016 0:00,14.21000004
19/11/2016 7:00,22.0189991
19/11/2016 8:00,20.89299965
20/11/2016 15:00,14.91399956
20/11/2016 16:00,14.06900024
21/11/2016 23:00,13.71800041
22/11/2016 0:00,13.9989996
23/11/2016 7:00,4.290999889
23/11/2016 8:00,4.221000195
24/11/2016 15:00,7.315999985
24/11/2016 16:00,6.683000088
25/11/2016 23:00,9.215000153
26/11/2016 0:00,3.799000025
27/11/2016 7:00,11.74800014
27/11/2016 8:00,12.80300045
28/11/2016 15:00,14.49100018
28/11/2016 16:00,15.0539999
29/11/2016 23:00,13.29599953
30/11/2016 0:00,12.8739996
01/12/2016 7:00,14.35099983
01/12/2016 8:00,14.49100018
02/12/2016 15:00,13.36600018
02/12/2016 16:00,13.43599987
03/12/2016 23:00,17.51600075
04/12/2016 0:00,17.65699959
05/12/2016 7:00,17.51600075
05/12/2016 8:00,15.40600014
06/12/2016 15:00,0.0
06/12/2016 16:00,0.0
07/12/2016 23:00,7.668000221
08/12/2016 0:00,8.512000084
09/12/2016 7:00,9.567000389
09/12/2016 8:00,9.074999809
10/12/2016 15:00,8.442000389
10/12/2016 16:00,8.722999573
11/12/2016 23:00,8.300999641
12/12/2016 0:00,8.652999878
13/12/2016 7:00,5.627999783
13/12/2016 8:00,7.034999847
14/12/2016 15:00,10.19999981
14/12/2016 16:00,10.27099991
15/12/2016 23:00,10.90400028
16/12/2016 0:00,11.11499977
17/12/2016 7:00,10.76299953
17/12/2016 8:00,10.13000011
18/12/2016 15:00,16.10899925
18/12/2016 16:00,14.84300041
19/12/2016 23:00,9.848999977
20/12/2016 0:00,8.020000458
21/12/2016 7:00,9.074999809
21/12/2016 8:00,9.918999672
22/12/2016 15:00,9.848999977
22/12/2016 16:00,10.19999981
23/12/2016 23:00,6.964000225
24/12/2016 0:00,6.752999783
25/12/2016 7:00,3.588000059
25/12/2016 8:00,6.40199995
26/12/2016 15:00,3.868999958
26/12/2016 16:00,4.150000095
27/12/2016 23:00,8.020000458
28/12/2016 0:00,6.261000156
29/12/2016 7:00,7.597000122
29/12/2016 8:00,8.230999947
30/12/2016 15:00,12.38099957
30/12/2016 16:00,12.10000038
31/12/2016 23:00,10.90400028
01/01/2017 0:00,10.19999981
02/01/2017 7:00,13.43599987
02/01/2017 8:00,10.62199974
03/01/2017 15:00,11.67800045
03/01/2017 16:00,11.67800045
04/01/2017 23:00,5.416999817
05/01/2017 0:00,4.854000092
06/01/2017 7:00,2.954999924
06/01/2017 8:00,6.261000156
07/01/2017 15:00,6.190999985
07/01/2017 16:00,6.752999783
08/01/2017 23:00,9.496999741
09/01/2017 0:00,9.425999641
10/01/2017 7:00,7.245999813
10/01/2017 8:00,7.948999882
11/01/2017 15:00,8.090000153
11/01/2017 16:00,7.879000187
12/01/2017 23:00,9.777999878
13/01/2017 0:00,9.145000458
14/01/2017 7:00,5.697999954
14/01/2017 8:00,6.050000191
15/01/2017 15:00,7.456999779
15/01/2017 16:00,7.52699995
16/01/2017 23:00,5.768000126
17/01/2017 0:00,5.627999783
18/01/2017 7:00,8.934000015
18/01/2017 8:00,9.074999809
19/01/2017 15:00,7.879000187
19/01/2017 16:00,9.637999535
20/01/2017 23:00,5.979000092
21/01/2017 0:00,6.612999916
22/01/2017 7:00,8.230999947
22/01/2017 8:00,7.456999779
23/01/2017 15:00,6.823999882
23/01/2017 16:00,6.823999882
24/01/2017 23:00,5.90899992
25/01/2017 0:00,6.261000156
26/01/2017 7:00,10.06000042
26/01/2017 8:00,10.27099991
27/01/2017 15:00,8.159999847
27/01/2017 16:00,8.159999847
28/01/2017 23:00,12.17000008
29/01/2017 0:00,12.6619997
30/01/2017 7:00,4.43200016
30/01/2017 8:00,3.305999994
31/01/2017 15:00,5.276000023
31/01/2017 16:00,5.276000023
01/02/2017 23:00,8.722999573
02/02/2017 0:00,9.074999809
03/02/2017 7:00,8.86400032
03/02/2017 8:00,7.315999985
04/02/2017 15:00,8.934000015
04/02/2017 16:00,10.3409996
05/02/2017 23:00,8.020000458
06/02/2017 0:00,7.809000015
07/02/2017 7:00,2.884000063
07/02/2017 8:00,3.025000095
08/02/2017 15:00,5.276000023
08/02/2017 16:00,5.346000195
09/02/2017 23:00,8.230999947
10/02/2017 0:00,6.40199995
11/02/2017 7:00,6.752999783
11/02/2017 8:00,8.37100029
12/02/2017 15:00,12.94400024
12/02/2017 16:00,13.36600018
13/02/2017 23:00,10.41100025
14/02/2017 0:00,10.97399998
15/02/2017 7:00,7.105000019
15/02/2017 8:00,8.793000221
16/02/2017 15:00,13.57699966
16/02/2017 16:00,13.78800011
17/02/2017 23:00,7.456999779
18/02/2017 0:00,6.964000225
19/02/2017 7:00,10.55200005
19/02/2017 8:00,11.67800045
20/02/2017 15:00,6.050000191
20/02/2017 16:00,4.994999886
21/02/2017 23:00,1.828999996
22/02/2017 0:00,1.126000047
23/02/2017 7:00,3.938999891
23/02/2017 8:00,4.010000229
24/02/2017 15:00,12.31099987
24/02/2017 16:00,11.39599991
25/02/2017 23:00,10.90400028
26/02/2017 0:00,11.46700001
27/02/2017 7:00,8.442000389
27/02/2017 8:00,9.215000153
28/02/2017 15:00,14.70300007
28/02/2017 16:00,14.35099983
01/03/2017 23:00,7.668000221
02/03/2017 0:00,7.175000191
03/03/2017 7:00,7.948999882
03/03/2017 8:00,8.090000153
04/03/2017 15:00,13.08500004
04/03/2017 16:00,13.8579998
05/03/2017 23:00,12.10000038
06/03/2017 0:00,7.668000221
07/03/2017 7:00,8.652999878
07/03/2017 8:00,10.27099991
08/03/2017 15:00,11.46700001
08/03/2017 16:00,10.90400028
09/03/2017 23:00,12.31099987
10/03/2017 0:00,12.17000008
11/03/2017 7:00,8.442000389
11/03/2017 8:00,8.581999779
12/03/2017 15:00,11.5369997
12/03/2017 16:00,7.386000156
13/03/2017 23:00,5.979000092
14/03/2017 0:00,6.823999882
15/03/2017 7:00,7.245999813
15/03/2017 8:00,6.683000088
16/03/2017 15:00,9.98900032
16/03/2017 16:00,9.708000183
17/03/2017 23:00,9.777999878
18/03/2017 0:00,9.708000183
19/03/2017 7:00,5.768000126
19/03/2017 8:00,6.330999851
20/03/2017 15:00,6.683000088
20/03/2017 16:00,8.090000153
21/03/2017 23:00,8.722999573
22/03/2017 0:00,8.159999847
23/03/2017 7:00,8.86400032
23/03/2017 8:00,8.159999847
24/03/2017 15:00,5.90899992
24/03/2017 16:00,4.501999855
25/03/2017 23:00,10.13000011
26/03/2017 0:00,10.19999981
27/03/2017 7:00,11.18500042
27/03/2017 8:00,12.59200001
28/03/2017 15:00,14.21000004
28/03/2017 16:00,14.77299976
29/03/2017 23:00,11.67800045
30/03/2017 0:00,10.3409996
31/03/2017 7:00,6.752999783
31/03/2017 8:00,6.752999783
01/04/2017 15:00,13.36600018
01/04/2017 16:00,14.63199997
02/04/2017 23:00,14.06900024
03/04/2017 0:00,14.06900024
04/04/2017 7:00,12.31099987
04/04/2017 8:00,12.38099957
05/04/2017 15:00,17.23500061
05/04/2017 16:00,17.37599945
06/04/2017 23:00,11.67800045
07/04/2017 0:00,12.02900028
08/04/2017 7:00,12.38099957
08/04/2017 8:00,12.7329998
09/04/2017 15:00,9.00399971
09/04/2017 16:00,8.442000389
10/04/2017 23:00,8.652999878
11/04/2017 0:00,8.159999847
12/04/2017 7:00,11.32600021
12/04/2017 8:00,14.14000034
13/04/2017 15:00,20.11899948
13/04/2017 16:00,21.87800026
14/04/2017 23:00,17.65699959
15/04/2017 0:00,18.43099976
16/04/2017 7:00,18.78300095
16/04/2017 8:00,19.90800095
17/04/2017 15:00,19.20499992
17/04/2017 16:00,19.55599976
18/04/2017 23:00,19.41600037
19/04/2017 0:00,18.50099945
20/04/2017 7:00,11.25599957
20/04/2017 8:00,13.50699997
21/04/2017 15:00,16.39100075
21/04/2017 16:00,16.53199959
22/04/2017 23:00,16.10899925
23/04/2017 0:00,16.18000031
24/04/2017 7:00,15.89799976
24/04/2017 8:00,16.74300003
25/04/2017 15:00,16.74300003
25/04/2017 16:00,18.5720005
26/04/2017 23:00,12.6619997
27/04/2017 0:00,12.59200001
28/04/2017 7:00,14.77299976
28/04/2017 8:00,13.29599953
29/04/2017 15:00,20.54100037
29/04/2017 16:00,21.52599907
30/04/2017 23:00,19.34499931
01/05/2017 0:00,19.20499992
02/05/2017 7:00,11.32600021
02/05/2017 8:00,6.823999882
03/05/2017 15:00,14.49100018
03/05/2017 16:00,14.63199997
04/05/2017 23:00,17.16500092
05/05/2017 0:00,16.81299973
06/05/2017 7:00,16.25
06/05/2017 8:00,15.54699993
07/05/2017 15:00,19.06399918
07/05/2017 16:00,18.78300095
08/05/2017 23:00,15.40600014
09/05/2017 0:00,14.21000004
10/05/2017 7:00,17.86800003
10/05/2017 8:00,17.93799973
11/05/2017 15:00,23.28499985
11/05/2017 16:00,21.10400009
12/05/2017 23:00,17.44599915
13/05/2017 0:00,16.95400047
14/05/2017 7:00,16.81299973
14/05/2017 8:00,17.23500061
15/05/2017 15:00,13.08500004
15/05/2017 16:00,16.10899925
16/05/2017 23:00,18.14999962
17/05/2017 0:00,17.30500031
18/05/2017 7:00,16.39100075
18/05/2017 8:00,16.67200089
19/05/2017 15:00,19.76799965
19/05/2017 16:00,19.27499962
20/05/2017 23:00,20.11899948
21/05/2017 0:00,19.62700081
22/05/2017 7:00,15.89799976
22/05/2017 8:00,16.81299973
23/05/2017 15:00,11.46700001
23/05/2017 16:00,9.918999672
24/05/2017 23:00,16.10899925
25/05/2017 0:00,16.10899925
26/05/2017 7:00,18.36100006
26/05/2017 8:00,17.65699959
27/05/2017 15:00,24.90299988
27/05/2017 16:00,25.6060009
28/05/2017 23:00,18.92300034
29/05/2017 0:00,18.14999962
30/05/2017 7:00,19.41600037
30/05/2017 8:00,20.26000023
31/05/2017 15:00,20.96299934
31/05/2017 16:00,20.96299934
01/06/2017 23:00,15.61699963
02/06/2017 0:00,17.72699928
03/06/2017 7:00,16.60199928
03/06/2017 8:00,16.60199928
04/06/2017 15:00,19.76799965
04/06/2017 16:00,18.21999931
05/06/2017 23:00,11.25599957
06/06/2017 0:00,11.74800014
07/06/2017 7:00,16.25
07/06/2017 8:00,16.10899925
08/06/2017 15:00,22.0890007
08/06/2017 16:00,23.1439991
09/06/2017 23:00,14.63199997
10/06/2017 0:00,13.50699997
11/06/2017 7:00,12.80300045
11/06/2017 8:00,14.42099953
12/06/2017 15:00,15.68700027
12/06/2017 16:00,15.75800037
13/06/2017 23:00,15.125
14/06/2017 0:00,14.35099983
15/06/2017 7:00,16.95400047
15/06/2017 8:00,17.72699928
16/06/2017 15:00,20.40099907
16/06/2017 16:00,19.90800095
17/06/2017 23:00,17.02400017
18/06/2017 0:00,16.53199959
19/06/2017 7:00,18.07900047
19/06/2017 8:00,18.50099945
20/06/2017 15:00,21.73699951
20/06/2017 16:00,22.93300056
21/06/2017 23:00,18.00900078
22/06/2017 0:00,17.93799973
23/06/2017 7:00,17.86800003
23/06/2017 8:00,17.86800003
24/06/2017 15:00,22.44099998
24/06/2017 16:00,21.87800026
25/06/2017 23:00,20.75200081
26/06/2017 0:00,20.96299934
27/06/2017 7:00,18.71199989
27/06/2017 8:00,18.71199989
28/06/2017 15:00,23.77700043
28/06/2017 16:00,22.29999924
29/06/2017 23:00,19.76799965
30/06/2017 0:00,21.0340004
01/07/2017 7:00,18.92300034
01/07/2017 8:00,19.62700081
02/07/2017 15:00,18.00900078
02/07/2017 16:00,18.5720005
03/07/2017 23:00,19.76799965
04/07/2017 0:00,19.6970005
05/07/2017 7:00,21.45599937
05/07/2017 8:00,21.10400009
06/07/2017 15:00,22.79199982
06/07/2017 16:00,21.52599907
07/07/2017 23:00,21.17399979
08/07/2017 0:00,21.17399979
09/07/2017 7:00,17.51600075
09/07/2017 8:00,18.85300064
10/07/2017 15:00,19.13400078
10/07/2017 16:00,20.75200081
11/07/2017 23:00,20.82299995
12/07/2017 0:00,21.17399979
13/07/2017 7:00,22.51099968
13/07/2017 8:00,23.49600029
14/07/2017 15:00,24.27000046
14/07/2017 16:00,25.4659996
15/07/2017 23:00,22.58099937
16/07/2017 0:00,22.29999924
17/07/2017 7:00,23.70700073
17/07/2017 8:00,25.67700005
18/07/2017 15:00,23.63699913
18/07/2017 16:00,24.12899971
19/07/2017 23:00,21.52599907
20/07/2017 0:00,21.17399979
21/07/2017 7:00,21.24500084
21/07/2017 8:00,22.86300087
22/07/2017 15:00,26.5909996
22/07/2017 16:00,26.52099991
23/07/2017 23:00,21.80800056
24/07/2017 0:00,21.45599937
25/07/2017 7:00,20.26000023
25/07/2017 8:00,21.94799995
26/07/2017 15:00,24.62100029
26/07/2017 16:00,25.74699974
27/07/2017 23:00,21.52599907
28/07/2017 0:00,20.96299934
29/07/2017 7:00,19.13400078
29/07/2017 8:00,19.48600006
30/07/2017 15:00,20.82299995
30/07/2017 16:00,19.06399918
31/07/2017 23:00,16.88299942
01/08/2017 0:00,17.86800003
02/08/2017 7:00,14.21000004
02/08/2017 8:00,14.84300041
03/08/2017 15:00,14.84300041
03/08/2017 16:00,17.09399986
04/08/2017 23:00,18.78300095
05/08/2017 0:00,19.41600037
06/08/2017 7:00,18.85300064
06/08/2017 8:00,19.27499962
07/08/2017 15:00,22.51099968
07/08/2017 16:00,21.45599937
08/08/2017 23:00,15.0539999
09/08/2017 0:00,15.26500034
10/08/2017 7:00,15.61699963
10/08/2017 8:00,16.60199928
11/08/2017 15:00,19.55599976
11/08/2017 16:00,19.34499931
12/08/2017 23:00,14.84300041
13/08/2017 0:00,14.84300041
14/08/2017 7:00,15.40600014
14/08/2017 8:00,15.68700027
15/08/2017 15:00,18.00900078
15/08/2017 16:00,18.50099945
16/08/2017 23:00,14.77299976
17/08/2017 0:00,14.49100018
18/08/2017 7:00,17.16500092
18/08/2017 8:00,17.30500031
19/08/2017 15:00,20.19000053
19/08/2017 16:00,18.92300034
20/08/2017 23:00,14.70300007
21/08/2017 0:00,14.42099953
22/08/2017 7:00,13.9989996
22/08/2017 8:00,14.56200027
23/08/2017 15:00,21.0340004
23/08/2017 16:00,22.22999954
24/08/2017 23:00,18.00900078
25/08/2017 0:00,18.71199989
26/08/2017 7:00,12.8739996
26/08/2017 8:00,12.7329998
27/08/2017 15:00,19.83799934
27/08/2017 16:00,20.04899979
28/08/2017 23:00,17.09399986
29/08/2017 0:00,16.18000031
30/08/2017 7:00,11.18500042
30/08/2017 8:00,11.39599991
31/08/2017 15:00,10.06000042
31/08/2017 16:00,10.06000042
01/09/2017 23:00,10.83300018
02/09/2017 0:00,10.69299984
03/09/2017 7:00,9.918999672
03/09/2017 8:00,10.13000011
04/09/2017 15:00,14.84300041
04/09/2017 16:00,15.33600044
05/09/2017 23:00,13.36600018
06/09/2017 0:00,15.26500034
07/09/2017 7:00,14.70300007
07/09/2017 8:00,14.91399956
08/09/2017 15:00,16.60199928
08/09/2017 16:00,17.30500031
09/09/2017 23:00,13.29599953
10/09/2017 0:00,13.08500004
11/09/2017 7:00,13.50699997
11/09/2017 8:00,13.22500038
12/09/2017 15:00,16.74300003
12/09/2017 16:00,17.09399986
13/09/2017 23:00,12.45100021
14/09/2017 0:00,11.81799984
15/09/2017 7:00,13.22500038
15/09/2017 8:00,12.80300045
16/09/2017 15:00,17.79800034
16/09/2017 16:00,18.14999962
17/09/2017 23:00,15.82800007
18/09/2017 0:00,15.47599983
19/09/2017 7:00,15.89799976
19/09/2017 8:00,15.96899986
20/09/2017 15:00,12.17000008
20/09/2017 16:00,12.02900028
21/09/2017 23:00,11.88899994
22/09/2017 0:00,12.17000008
23/09/2017 7:00,12.23999977
23/09/2017 8:00,13.01399994
24/09/2017 15:00,11.39599991
24/09/2017 16:00,11.5369997
25/09/2017 23:00,15.68700027
26/09/2017 0:00,14.14000034
27/09/2017 7:00,14.35099983
27/09/2017 8:00,13.50699997
28/09/2017 15:00,13.9289999
28/09/2017 16:00,14.77299976
29/09/2017 23:00,11.88899994
30/09/2017 0:00,12.17000008
01/10/2017 7:00,14.77299976
01/10/2017 8:00,15.82800007
02/10/2017 15:00,10.48200035
02/10/2017 16:00,10.48200035
03/10/2017 23:00,6.472000122
04/10/2017 0:00,6.894000053
05/10/2017 7:00,6.119999886
05/10/2017 8:00,5.90899992
06/10/2017 15:00,11.5369997
06/10/2017 16:00,11.11499977
07/10/2017 23:00,11.18500042
08/10/2017 0:00,11.32600021
09/10/2017 7:00,11.11499977
09/10/2017 8:00,11.11499977
10/10/2017 15:00,11.67800045
10/10/2017 16:00,10.62199974
11/10/2017 23:00,6.40199995
12/10/2017 0:00,6.612999916
13/10/2017 7:00,6.964000225
13/10/2017 8:00,7.315999985
14/10/2017 15:00,8.159999847
14/10/2017 16:00,7.597000122
15/10/2017 23:00,6.330999851
16/10/2017 0:00,6.330999851
17/10/2017 7:00,6.964000225
17/10/2017 8:00,7.597000122
18/10/2017 15:00,9.637999535
18/10/2017 16:00,9.567000389
19/10/2017 23:00,9.215000153
20/10/2017 0:00,8.86400032
21/10/2017 7:00,10.13000011
21/10/2017 8:00,11.25599957
22/10/2017 15:00,12.38099957
22/10/2017 16:00,13.64700031
23/10/2017 23:00,9.00399971
24/10/2017 0:00,9.215000153
25/10/2017 7:00,7.315999985
25/10/2017 8:00,7.456999779
26/10/2017 15:00,12.59200001
26/10/2017 16:00,13.29599953
27/10/2017 23:00,10.97399998
28/10/2017 0:00,10.69299984
29/10/2017 7:00,9.074999809
29/10/2017 8:00,7.597000122
30/10/2017 15:00,10.62199974
30/10/2017 16:00,11.32600021
31/10/2017 23:00,7.948999882
01/11/2017 0:00,9.567000389
02/11/2017 7:00,9.848999977
02/11/2017 8:00,9.918999672
03/11/2017 15:00,10.27099991
03/11/2017 16:00,10.13000011
04/11/2017 23:00,7.456999779
05/11/2017 0:00,7.315999985
06/11/2017 7:00,8.230999947
06/11/2017 8:00,8.300999641
07/11/2017 15:00,10.69299984
07/11/2017 16:00,11.67800045
08/11/2017 23:00,7.809000015
09/11/2017 0:00,7.809000015
10/11/2017 7:00,9.425999641
10/11/2017 8:00,7.597000122
11/11/2017 15:00,8.86400032
11/11/2017 16:00,9.215000153
12/11/2017 23:00,9.918999672
13/11/2017 0:00,9.637999535
14/11/2017 7:00,7.597000122
14/11/2017 8:00,9.496999741
15/11/2017 15:00,10.19999981
15/11/2017 16:00,9.918999672
16/11/2017 23:00,6.612999916
17/11/2017 0:00,6.752999783
18/11/2017 7:00,3.165999889
18/11/2017 8:00,2.884000063
19/11/2017 15:00,3.447000027
19/11/2017 16:00,3.799000025
20/11/2017 23:00,5.065000057
21/11/2017 0:00,4.854000092
22/11/2017 7:00,5.276000023
22/11/2017 8:00,5.205999851
23/11/2017 15:00,6.612999916
23/11/2017 16:00,7.034999847
24/11/2017 23:00,6.964000225
25/11/2017 0:00,6.894000053
26/11/2017 7:00,6.894000053
26/11/2017 8:00,7.52699995
27/11/2017 15:00,6.472000122
27/11/2017 16:00,6.541999817
28/11/2017 23:00,7.879000187
29/11/2017 0:00,8.090000153
30/11/2017 7:00,2.743999958
30/11/2017 8:00,2.813999891
01/12/2017 15:00,4.150000095
01/12/2017 16:00,4.290999889
02/12/2017 23:00,5.55700016
03/12/2017 0:00,5.346000195
04/12/2017 7:00,5.276000023
04/12/2017 8:00,4.43200016
05/12/2017 15:00,5.065000057
05/12/2017 16:00,5.205999851
06/12/2017 23:00,5.065000057
07/12/2017 0:00,4.994999886
08/12/2017 7:00,1.758999944
08/12/2017 8:00,1.126000047
09/12/2017 15:00,6.190999985
09/12/2017 16:00,6.40199995
10/12/2017 23:00,4.854000092
11/12/2017 0:00,4.994999886
12/12/2017 7:00,1.406999946
12/12/2017 8:00,1.266000032
13/12/2017 15:00,2.39199996
13/12/2017 16:00,2.039999962
14/12/2017 23:00,2.532000065
15/12/2017 0:00,2.954999924
16/12/2017 7:00,3.165999889
16/12/2017 8:00,3.799000025
17/12/2017 15:00,5.135000229
17/12/2017 16:00,5.065000057
18/12/2017 23:00,4.712999821
19/12/2017 0:00,4.361999989
20/12/2017 7:00,4.923999786
20/12/2017 8:00,5.346000195
21/12/2017 15:00,7.52699995
21/12/2017 16:00,7.879000187
22/12/2017 23:00,5.486999989
23/12/2017 0:00,5.416999817
24/12/2017 7:00,2.602999926
24/12/2017 8:00,3.095000029
25/12/2017 15:00,6.261000156
25/12/2017 16:00,5.979000092
26/12/2017 23:00,3.727999926
27/12/2017 0:00,3.305999994
28/12/2017 7:00,5.346000195
28/12/2017 8:00,4.501999855
29/12/2017 15:00,7.175000191
29/12/2017 16:00,7.245999813
30/12/2017 23:00,4.43200016
31/12/2017 0:00,4.221000195
